Paddle ID, 437, 437, 437, 437
00000U,1500,1600,1700,1800
00000D,1500,1600,1700,1800
00001U,1500,1600,1700,1800
00001D,1500,1600,1700,1800
00002U,1500,1600,1700,1800
00002D,1500,1600,1700,1800
00003U,1500,1600,1700,1800
00003D,1500,1600,1700,1800
00004U,1500,1600,1700,1800
00004D,1500,1600,1700,1800
00005U,1500,1600,1700,1800
00005D,1500,1600,1700,1800
00006U,1500,1600,1700,1800
00006D,1500,1600,1700,1800
00007U,1500,1600,1700,1800
00007D,1500,1600,1700,1800
00008U,1500,1600,1700,1800
00008D,1500,1600,1700,1800
00009U,1500,1600,1700,1800
00009D,1500,1600,1700,1800
00010U,1500,1600,1700,1800
00010D,1500,1600,1700,1800
00100U,1500,1600,1700,1800
00100D,1500,1600,1700,1800
00101U,1500,1600,1700,1800
00101D,1500,1600,1700,1800
00102U,1500,1600,1700,1800
00102D,1500,1600,1700,1800
00103U,1500,1600,1700,1800
00103D,1500,1600,1700,1800
00104U,1500,1600,1700,1800
00104D,1500,1600,1700,1800
00105U,1500,1600,1700,1800
00105D,1500,1600,1700,1800
00106U,1500,1600,1700,1800
00106D,1500,1600,1700,1800
00107U,1500,1600,1700,1800
00107D,1500,1600,1700,1800
00108U,1500,1600,1700,1800
00108D,1500,1600,1700,1800
00109U,1500,1600,1700,1800
00109D,1500,1600,1700,1800
00110U,1500,1600,1700,1800
00110D,1500,1600,1700,1800
10000U,1500,1600,1700,1800
10000D,1500,1600,1700,1800
10001U,1500,1600,1700,1800
10001D,1500,1600,1700,1800
10002U,1500,1600,1700,1800
10002D,1500,1600,1700,1800
10003U,1500,1600,1700,1800
10003D,1500,1600,1700,1800
10004U,1500,1600,1700,1800
10004D,1500,1600,1700,1800
10005U,1500,1600,1700,1800
10005D,1500,1600,1700,1800
10006U,1500,1600,1700,1800
10006D,1500,1600,1700,1800
10007U,1500,1600,1700,1800
10007D,1500,1600,1700,1800
10008U,1500,1600,1700,1800
10008D,1500,1600,1700,1800
10009U,1500,1600,1700,1800
10009D,1500,1600,1700,1800
10010U,1500,1600,1700,1800
10010D,1500,1600,1700,1800
10100U,1500,1600,1700,1800
10100D,1500,1600,1700,1800
10101U,1500,1600,1700,1800
10101D,1500,1600,1700,1800
10102U,1500,1600,1700,1800
10102D,1500,1600,1700,1800
10103U,1500,1600,1700,1800
10103D,1500,1600,1700,1800
10104U,1500,1600,1700,1800
10104D,1500,1600,1700,1800
10105U,1500,1600,1700,1800
10105D,1500,1600,1700,1800
10106U,1500,1600,1700,1800
10106D,1500,1600,1700,1800
10107U,1500,1600,1700,1800
10107D,1500,1600,1700,1800
10108U,1500,1600,1700,1800
10108D,1500,1600,1700,1800
10109U,1500,1600,1700,1800
10109D,1500,1600,1700,1800
10110U,1500,1600,1700,1800
10110D,1500,1600,1700,1800
20000U,1500,1600,1700,1800
20000D,1500,1600,1700,1800
20001U,1500,1600,1700,1800
20001D,1500,1600,1700,1800
20002U,1500,1600,1700,1800
20002D,1500,1600,1700,1800
20003U,1500,1600,1700,1800
20003D,1500,1600,1700,1800
20004U,1500,1600,1700,1800
20004D,1500,1600,1700,1800
20005U,1500,1600,1700,1800
20005D,1500,1600,1700,1800
20006U,1500,1600,1700,1800
20006D,1500,1600,1700,1800
20007U,1500,1600,1700,1800
20007D,1500,1600,1700,1800
20008U,1500,1600,1700,1800
20008D,1500,1600,1700,1800
20009U,1500,1600,1700,1800
20009D,1500,1600,1700,1800
20010U,1500,1600,1700,1800
20010D,1500,1600,1700,1800